loadstep,alpha,gamma,blend,u_rmse,F_rmse,J_rmse,I1_rmse,I2_rmse,I3_rmse,mean_F_rmse
10,1e-06,0.1,1.0,0.002154056829512323,0.02020169217343824,0.023915147100968995,0.051092925300080784,0.10953543901723117,0.05994881435643923,0.09823384655694849
20,1e-06,0.1,1.0,0.006680962067424862,0.06097565888899341,0.08207093492602115,0.21399531691010143,0.46984918122048813,0.2791334067148445,0.09823384655694849
30,1e-06,0.1,1.0,0.013765006218775955,0.12269512962230122,0.19280810684792737,0.6193017775848537,1.5182209314243764,1.0329035558556718,0.09823384655694849
40,1e-06,0.1,1.0,0.02145504113266323,0.18906290554306107,0.35701908059043364,1.2899835002340934,3.986958116058314,3.165220798668574,0.09823384655694849
10,1e-06,1.0,0.25,0.0007887390291268526,0.0538243282345108,0.08222812999902579,0.16501257254515947,0.35453031801588986,0.19015967694988845,0.05688045188093391
20,1e-06,1.0,0.25,0.00106391352907437,0.05477768173958933,0.08783456614792512,0.17801764806415307,0.40232738886210795,0.228168134780869,0.05688045188093391
30,1e-06,1.0,0.25,0.0015889453362009456,0.05708282136665035,0.09904201938764273,0.21805956238611052,0.47531988088605026,0.29242699966851504,0.05688045188093391
40,1e-06,1.0,0.25,0.0021894362469778495,0.061836976182985136,0.12194549584504825,0.31473830790795315,0.6025012853623047,0.4383840439901466,0.05688045188093391
10,1e-06,1.0,0.5,0.0007296176094630216,0.036676698933327416,0.05532912968713697,0.11097263163408334,0.23816747263427052,0.1276133673057475,0.05147198150856125
20,1e-06,1.0,0.5,0.0016136812729657052,0.042363765663549914,0.06482850087882269,0.14330067865305082,0.3039350773435875,0.17008651597982138,0.05147198150856125
30,1e-06,1.0,0.5,0.0028736448165705996,0.05524282448735366,0.09224430480747589,0.26843680659038205,0.478502895866101,0.2985051795665393,0.05147198150856125
40,1e-06,1.0,0.5,0.004140272221885556,0.07160463695001401,0.1451358275195109,0.5122476584497299,0.8091022826333878,0.6310546284845013,0.05147198150856125
10,1e-06,1.0,0.75,0.0008446738424522282,0.02164435735159212,0.03018907838606188,0.06123123992784977,0.13031833527559902,0.06976901839142395,0.05536780028985137
20,1e-06,1.0,0.75,0.002321810248174713,0.03884555401884984,0.0534770306710552,0.14370398815379015,0.27196874354686945,0.14677173580593633,0.05536780028985137
30,1e-06,1.0,0.75,0.004260851652875847,0.06615345815669894,0.10564415047181795,0.3731212444709381,0.6189426624131946,0.3782398975265562,0.05536780028985137
40,1e-06,1.0,0.75,0.0061659754627315985,0.09482783163226458,0.19243545699940245,0.7581221804382848,1.2385719499635939,0.9610758242288236,0.05536780028985137
10,1e-06,1.0,1.0,0.0010795857484801297,0.016338671654966132,0.017495478608355312,0.038312399868872304,0.07839023021952414,0.0416452043895482,0.06796271737139141
20,1e-06,1.0,1.0,0.0030809769117561055,0.04629751283027383,0.0607155975027148,0.18107663908138777,0.3324970008531593,0.17546427070059842,0.06796271737139141
30,1e-06,1.0,1.0,0.005675897647902929,0.08504104656826363,0.1333041803713154,0.5055772352737514,0.8542377599746948,0.5100098429321935,0.06796271737139141
40,1e-06,1.0,1.0,0.008211323223857007,0.12417363843206204,0.25081704433310104,1.0280423914469028,1.8302327309669946,1.403123791617841,0.06796271737139141
10,1e-06,10.0,0.25,0.0007569852987620425,0.05378485177820656,0.0822825231978058,0.16502979678250213,0.3546514357777175,0.1902709472846497,0.05383422979312891
20,1e-06,10.0,0.25,0.0007567973799405088,0.05384653287020683,0.08703104317135679,0.17393707430725333,0.3968209896638139,0.22559317513646257,0.05383422979312891
30,1e-06,10.0,0.25,0.0007575411966419522,0.053333817527924064,0.09408820044608085,0.18700621949641055,0.44436169227721994,0.2721556765346455,0.05383422979312891
40,1e-06,10.0,0.25,0.0007953484889490566,0.05437171699617817,0.10892466542464341,0.22328065268613873,0.5222574182105438,0.37034630332400786,0.05383422979312891
10,1e-06,10.0,0.5,0.0005408344727213166,0.03618330996882627,0.05533945446965189,0.11048548401245828,0.23773669413313558,0.12762897736563433,0.03748729937896235
20,1e-06,10.0,0.5,0.0005605221818347177,0.03651956576582518,0.059511782590628955,0.11896005471331524,0.26991131895772175,0.1546479928837228,0.03748729937896235
30,1e-06,10.0,0.5,0.0005894095457300862,0.03679510989764906,0.06976664853182701,0.13816465585825705,0.32621094377993853,0.21588133624525566,0.03748729937896235
40,1e-06,10.0,0.5,0.0007321590724952111,0.040451211883548895,0.09638952754002504,0.24334258407818876,0.4863185217091758,0.4058885157355381,0.03748729937896235
10,1e-06,10.0,0.75,0.0003757680843778201,0.019322973875783286,0.029794855634707663,0.058274201618963704,0.12659133752684967,0.06880432424312893,0.02411101067169144
20,1e-06,10.0,0.75,0.0004460555957979991,0.02072156216313286,0.036033805417225145,0.07239287973975031,0.15979850471631296,0.09694277556346703,0.02411101067169144
30,1e-06,10.0,0.75,0.0005255472392410489,0.022901279449709384,0.056226332543523536,0.11421564641581392,0.26746872040358766,0.20668304182145,0.02411101067169144
40,1e-06,10.0,0.75,0.0008276578384142446,0.03349822719814024,0.10487611795979125,0.3128233003392549,0.6001349187658072,0.5394410141506163,0.02411101067169144
10,1e-06,10.0,1.0,0.0003451462321995628,0.009232901933616143,0.015489908401933183,0.02675935736256173,0.06222667953008809,0.0366066014905762,0.01984169737602991
20,1e-06,10.0,1.0,0.0004765330092729,0.013658787150062501,0.02890303277868259,0.05906386735189111,0.12493700443302543,0.085682439500805,0.01984169737602991
30,1e-06,10.0,1.0,0.000600214568998576,0.018874892218572584,0.06107237405605984,0.12955814718209405,0.31062324812353376,0.25479031595527557,0.01984169737602991
40,1e-06,10.0,1.0,0.001038971120401344,0.037600208201868414,0.13067708830850716,0.4060889828879066,0.8366566214306709,0.7447313953360027,0.01984169737602991
10,1e-06,30.0,0.25,0.0007698714404862031,0.05402127616564308,0.08263623020453423,0.16575272481257847,0.35601038859242734,0.19090763182015277,0.053919627239730476
20,1e-06,30.0,0.25,0.0007648389241125202,0.054009948981744785,0.08716013217572262,0.17412854582086665,0.39728748964603694,0.2256517084881586,0.053919627239730476
30,1e-06,30.0,0.25,0.0007597486084209408,0.05343497386999364,0.09333778636971093,0.18619125815892804,0.44133029292107323,0.2665940018995733,0.053919627239730476
40,1e-06,30.0,0.25,0.0007738616345818547,0.054212309941540394,0.1051447934532188,0.2136636103647551,0.5005942824131244,0.3342274276405892,0.053919627239730476
10,1e-06,30.0,0.5,0.0005615034010608323,0.036671117629590494,0.056047011054356326,0.11213499179250686,0.24078639050294948,0.1289648351919271,0.037154171968383345
20,1e-06,30.0,0.5,0.0005549622348606757,0.03662885607190174,0.05899038278140962,0.11758662072924801,0.2681833086043903,0.15237995163001014,0.037154171968383345
30,1e-06,30.0,0.5,0.0005576918313907181,0.03655558728652308,0.06504493981376319,0.12868083182571002,0.30437659914078624,0.18835234261723238,0.037154171968383345
40,1e-06,30.0,0.5,0.0005977718158897697,0.03876112688551807,0.07724787450172184,0.20374886471909232,0.38142427935120543,0.2649826631410181,0.037154171968383345
10,1e-06,30.0,0.75,0.00038797964352664267,0.020088060379997493,0.03078621538600027,0.06131846299768078,0.13175632950649505,0.0706088976315276,0.02221346955695623
20,1e-06,30.0,0.75,0.00037901263206228686,0.020012244204744754,0.03236931665338967,0.06348852720604055,0.1454437073818035,0.08381298505699175,0.02221346955695623
30,1e-06,30.0,0.75,0.00039623446230349895,0.020960919057290316,0.04090873267031408,0.07969140293200713,0.18732961506250384,0.12750491508727893,0.02221346955695623
40,1e-06,30.0,0.75,0.0004999923749232565,0.027792654585792352,0.05833615134896816,0.24137131153075184,0.3426298637826431,0.24142633860165152,0.02221346955695623
10,1e-06,30.0,1.0,0.000313733068134103,0.009725028711842583,0.015504554407186767,0.030371127353774407,0.06557825365031525,0.035405518553976056,0.014896799823687886
20,1e-06,30.0,1.0,0.0003032837932717098,0.009670835120785268,0.017105166576370828,0.02926052024101349,0.07122234042220155,0.04588368516828155,0.014896799823687886
30,1e-06,30.0,1.0,0.000339356241947288,0.012823569318950089,0.03214094251706627,0.0628897764166455,0.14775722728989585,0.1156395344518136,0.014896799823687886
40,1e-06,30.0,1.0,0.000526161118675104,0.027367766143173607,0.05807692108611522,0.3093491703196988,0.41387887696358433,0.2801553208675459,0.014896799823687886
10,1e-06,100.0,0.25,0.0008099793208075999,0.055569052283220705,0.08515569163857445,0.17072415622600062,0.3668438723136495,0.19681812334872564,0.055350562693289564
20,1e-06,100.0,0.25,0.000803001354228399,0.05543476902589502,0.08975925168585482,0.17903991933058236,0.4086875295954295,0.23242581920400135,0.055350562693289564
30,1e-06,100.0,0.25,0.0007977832527346671,0.05488136789577956,0.09564369367378578,0.1917269186446855,0.4534719730372081,0.27254340826196377,0.055350562693289564
40,1e-06,100.0,0.25,0.0008087223747678067,0.05551706156826297,0.10720536735798261,0.21733327676333716,0.5108514273138284,0.3352418837170689,0.055350562693289564
10,1e-06,100.0,0.5,0.0006497827806321494,0.04039615818930301,0.06211409441461085,0.12402319287195551,0.2666759863681109,0.14304079156958935,0.04049716544298631
20,1e-06,100.0,0.5,0.0006400773219047618,0.04011768885761203,0.06546528502652099,0.12977719783195793,0.2965654754076665,0.16918404913003174,0.04049716544298631
30,1e-06,100.0,0.5,0.0006401502037330154,0.04000542046097009,0.0703564649220055,0.14137974598902778,0.33211489858449383,0.20065667588469838,0.04049716544298631
40,1e-06,100.0,0.5,0.0006633423117648836,0.04146939426406011,0.08082956291939161,0.20407171081988754,0.3987916496119544,0.25697072579543,0.04049716544298631
10,1e-06,100.0,0.75,0.0005303108388687146,0.027493680643273212,0.04279903600353405,0.08477103709325597,0.18280906321804255,0.09829413909578966,0.02844034559149611
20,1e-06,100.0,0.75,0.0005189416901572812,0.027128221849203493,0.04570546253169931,0.08881639963854512,0.20431829406340135,0.11814517516867343,0.02844034559149611
30,1e-06,100.0,0.75,0.0005249738581075798,0.027599346224874123,0.05021591403681749,0.10188004420607281,0.2349497912880336,0.14415981065716385,0.02844034559149611
40,1e-06,100.0,0.75,0.0005766782995575068,0.03154013364863362,0.061404330565070435,0.23217067558349688,0.34832712744814437,0.20318179282150786,0.02844034559149611
10,1e-06,100.0,1.0,0.000482806660665236,0.021449433750862217,0.03413309220222549,0.06681799524495279,0.1448352824795976,0.07825695383786871,0.023778064111712925
20,1e-06,100.0,1.0,0.0004728801901033845,0.021273175626234736,0.0382223009583469,0.07158309260357018,0.1672374983880852,0.09901370432291612,0.023778064111712925
30,1e-06,100.0,1.0,0.0004836051317084165,0.022267359058862655,0.043043851976597367,0.08861646988042748,0.19922101959296684,0.12455405357842289,0.023778064111712925
40,1e-06,100.0,1.0,0.0005758788025782459,0.030122288010892086,0.05650834739013143,0.28936393228231316,0.3825399980366432,0.1944349540971232,0.023778064111712925
10,1e-05,0.1,0.25,0.000982066112346637,0.05390964378080905,0.0823088729396142,0.1653789775676386,0.3552542044525022,0.1905285665124345,0.06192823623705271
20,1e-05,0.1,0.25,0.0021596700829422002,0.05602117748395944,0.08933698986781916,0.18357922312879071,0.41245570272965726,0.23343991917174556,0.06192823623705271
30,1e-05,0.1,0.25,0.004419590206740878,0.06275971868654888,0.10564790985661342,0.25910759272311595,0.547413558723931,0.32661069466703485,0.06192823623705271
40,1e-05,0.1,0.25,0.006959565200600014,0.07502240499689346,0.13757963018996736,0.4319714478806865,0.8437810370380663,0.5497913583208006,0.06192823623705271
10,1e-05,0.1,0.5,0.0013860640715707391,0.03728266305909796,0.056111793219401455,0.11312925486975753,0.24246665009136706,0.12984150394893088,0.06819230095263462
20,1e-05,0.1,0.5,0.004109053441932428,0.04834162800036544,0.07295978598196264,0.1683316597941084,0.3578220426412738,0.20063232895807073,0.06819230095263462
30,1e-05,0.1,0.5,0.008716619054510188,0.07600712520065914,0.12134168901400068,0.3860894176433443,0.7872431386451426,0.4760673218068952,0.06819230095263462
40,1e-05,0.1,0.5,0.013851494798931406,0.11113778755041595,0.19976579432376074,0.7849584062137199,1.6937407262208133,1.1515675933271234,0.06819230095263462
10,1e-05,0.1,0.75,0.001962889549783729,0.023986542425455483,0.033758218738118836,0.06969315834276191,0.14846632348276534,0.07964830410384753,0.0843987032858743
20,1e-05,0.1,0.75,0.006134743110588609,0.05217582205239685,0.07441660570950438,0.19448740081935115,0.4105940142501789,0.2343277513165174,0.0843987032858743
30,1e-05,0.1,0.75,0.013049735840027584,0.10252423574238892,0.16312807926882894,0.5563677730862956,1.2494179547604205,0.7952124577610095,0.0843987032858743
40,1e-05,0.1,0.75,0.02076679237585962,0.15890821292325596,0.29155985595124234,1.1702158450204247,3.066305487701135,2.234886923272495,0.0843987032858743
10,1e-05,0.1,1.0,0.0025999498401839192,0.02150166158285378,0.027391585253978612,0.05908212499776571,0.12707516441856773,0.06947676537733609,0.10806712202589527
20,1e-05,0.1,1.0,0.008180246536622755,0.06553306458607196,0.09368466323700186,0.2508768930876672,0.5612744381932099,0.3331873325025098,0.10806712202589527
30,1e-05,0.1,1.0,0.01739198812254283,0.13468923412616,0.2190819780813892,0.7457718328878875,1.8876948059990142,1.2691875601979183,0.10806712202589527
40,1e-05,0.1,1.0,0.027687954421248155,0.2105445278084954,0.3989161113609176,1.5748510261411286,5.028862789327353,3.8913895691283327,0.10806712202589527
10,1e-05,1.0,0.25,0.0008070092258828698,0.053850603302644955,0.08224319232335854,0.16508032196395903,0.35465608021402584,0.19021550144636767,0.05780163141390196
20,1e-05,1.0,0.25,0.001207672795694863,0.05507442142978538,0.08804614397111132,0.17818572272695404,0.40322723649135217,0.2288491949002126,0.05780163141390196
30,1e-05,1.0,0.25,0.0019362539493607306,0.05815252167423067,0.10016263808715262,0.2192903092464794,0.48068519428280854,0.29660379934927056,0.05780163141390196
40,1e-05,1.0,0.25,0.0027484748168014684,0.06412897924894684,0.1246500281935891,0.31725272700899926,0.6144522118747141,0.448599704934635,0.05780163141390196
10,1e-05,1.0,0.5,0.000811125707417162,0.03684070296564479,0.05548848472083519,0.1113512798093761,0.23894422776561847,0.12801028041473833,0.054890056490469435
20,1e-05,1.0,0.5,0.0019738985760067553,0.04379877003146308,0.06591259379367528,0.1435332618001224,0.3074007132471906,0.17315271871570578,0.054890056490469435
30,1e-05,1.0,0.5,0.0036269280447631183,0.05957060502429734,0.0970513565687709,0.2705904403742741,0.49910098595499797,0.3157595595827359,0.054890056490469435
40,1e-05,1.0,0.5,0.0053121944815256485,0.07935014794047252,0.15418167460458185,0.5184386472253013,0.8568442039635227,0.6698893995783599,0.054890056490469435
10,1e-05,1.0,0.75,0.0010013786336496736,0.022274697702702226,0.030931618789031282,0.06275436911735582,0.13362463408681768,0.07154056802379417,0.06162319762744453
20,1e-05,1.0,0.75,0.0028788961580979364,0.04221510955883261,0.05629140086457749,0.14358160658137986,0.2798892342445982,0.15454573878077307,0.06162319762744453
30,1e-05,1.0,0.75,0.005401127485361957,0.07414270130812664,0.1148845044278935,0.37537393511016715,0.6574874063632763,0.41220057132970267,0.06162319762744453
40,1e-05,1.0,0.75,0.007935393727136485,0.10786028194011664,0.20752326944271013,0.7677313864944822,1.3334177896022472,1.0426975356015666,0.06162319762744453
10,1e-05,1.0,1.0,0.0012983707693688098,0.017794992674641144,0.019792281580078282,0.042530055298084894,0.08817612138853924,0.04706575875296576,0.07673624808565833
20,1e-05,1.0,1.0,0.003825411884191052,0.05123027964213506,0.0649776760835665,0.1803205515508407,0.3439187587616004,0.18741483435927614,0.07673624808565833
30,1e-05,1.0,1.0,0.007197346217193148,0.09605813500161038,0.14615582392398951,0.5077735448237768,0.9096107138493212,0.5608298047696485,0.07673624808565833
40,1e-05,1.0,1.0,0.010573897294941374,0.14186158502424676,0.2710483142834051,1.0416792008445148,1.9820243942724756,1.5415274917793813,0.07673624808565833
10,1e-05,10.0,0.25,0.0007560575879346666,0.053769026783005845,0.08224565637607384,0.16498229203035727,0.3544937213742394,0.19015657776642358,0.05391829837544672
20,1e-05,10.0,0.25,0.0007590292726261122,0.0538484877314352,0.08702786031740961,0.17417448117199394,0.39701985130859907,0.22567764327063933,0.05391829837544672
30,1e-05,10.0,0.25,0.0007691753688981595,0.05343997637907403,0.09471742873476345,0.18868301775825683,0.44695936413227655,0.2757873751513327,0.05391829837544672
40,1e-05,10.0,0.25,0.0008243803786893857,0.05461570260827182,0.11124418085670888,0.22929947175440243,0.5341426022038746,0.3883227140184508,0.05391829837544672
10,1e-05,10.0,0.5,0.000540082325429942,0.036132124232516494,0.055169544072005895,0.110324945965035,0.2371433038327599,0.1271751829607019,0.03802132050818435
20,1e-05,10.0,0.5,0.0005836407239046345,0.036683653965971036,0.05970150767503137,0.12070232793414651,0.27157995527715595,0.1553739732804904,0.03802132050818435
30,1e-05,10.0,0.5,0.0006538631760306731,0.03747614067694419,0.07288380948959279,0.14793182167969945,0.3405601044672831,0.23192424955952265,0.03802132050818435
40,1e-05,10.0,0.5,0.0008513123591538398,0.0417933631573057,0.10583560369478918,0.2643690894893382,0.5371153323576259,0.46852899859500635,0.03802132050818435
10,1e-05,10.0,0.75,0.00037811853447827906,0.019167130249515274,0.029154079674335195,0.057746319850328395,0.12451711127090932,0.06718868569148662,0.02578218881739891
20,1e-05,10.0,0.75,0.0005178515637716187,0.021558917081611808,0.03699008272755806,0.07920907491008994,0.16732962362399398,0.10012566434084545,0.02578218881739891
30,1e-05,10.0,0.75,0.0006806717059329767,0.02534179696717514,0.06427275275694788,0.1400663045216743,0.30922017954650144,0.24422050671147721,0.02578218881739891
40,1e-05,10.0,0.75,0.0010535528482416544,0.0370609109712934,0.12322221767748424,0.3487535438011519,0.7081481472919827,0.6567822565249106,0.02578218881739891
10,1e-05,10.0,1.0,0.0003542276102961899,0.008755208880159997,0.013312616660944533,0.02491944965790439,0.055056951780368985,0.03131300634595932,0.02295163653046388
20,1e-05,10.0,1.0,0.0005989379593961963,0.016029627047210355,0.03126214394504841,0.07384520350583927,0.1439347132368346,0.09311350733300591,0.02295163653046388
30,1e-05,10.0,1.0,0.000836039175509132,0.023855140658948993,0.07360718045332004,0.1698742918159014,0.3810761449184911,0.31266173193309554,0.02295163653046388
40,1e-05,10.0,1.0,0.001354741902481109,0.04316656953553618,0.15626967382049556,0.45498527166535885,1.0071607413530972,0.9215365055101286,0.02295163653046388
10,1e-05,30.0,0.25,0.0007669182406702406,0.053945720291530296,0.0825130720833156,0.16551840205071622,0.355523029435082,0.19065094094711338,0.05384791577180603
20,1e-05,30.0,0.25,0.0007624841428153765,0.05394583343589224,0.08708572850743852,0.17393022194560995,0.3969126584337843,0.22547126704199671,0.05384791577180603
30,1e-05,30.0,0.25,0.0007563084106942233,0.053348635586069094,0.09344319086294597,0.18586633296584776,0.44162674502187216,0.2676949555037708,0.05384791577180603
40,1e-05,30.0,0.25,0.0007711673539037491,0.0541514737737325,0.10528590986945358,0.21416782402820597,0.5022711139366932,0.33792458187069396,0.05384791577180603
10,1e-05,30.0,0.5,0.0005549676516358373,0.03647492960722329,0.05570221548232593,0.11148386574005603,0.2393938557597269,0.12821690393452678,0.037020834401783026
20,1e-05,30.0,0.5,0.0005506517482959886,0.03648800345261321,0.05882255851809461,0.1172106440598007,0.26736935932611905,0.15196870999685064,0.037020834401783026
30,1e-05,30.0,0.5,0.0005518095351374824,0.036391922400284805,0.06586040304925599,0.1282283075893561,0.3072542139987229,0.193812254765468,0.037020834401783026
40,1e-05,30.0,0.5,0.0005970243579260332,0.03872848214701079,0.07875658039334416,0.2061728467836705,0.38991683968865026,0.2806417739307414,0.037020834401783026
10,1e-05,30.0,0.75,0.00037716391619519476,0.01962018494189803,0.029894625383939392,0.05965842955155223,0.12812478898402596,0.06862443622372034,0.022038538471621932
20,1e-05,30.0,0.75,0.000374356658790111,0.019757498483581735,0.03204921922207337,0.06303022508593009,0.14402758082713724,0.08302208963766475,0.022038538471621932
30,1e-05,30.0,0.75,0.0003912404754818691,0.02076539984875402,0.04400312043816772,0.07973558318797397,0.19995823890556208,0.14507007013088988,0.022038538471621932
40,1e-05,30.0,0.75,0.0005097071909324869,0.028011070612253934,0.06351082461425073,0.24613207080249616,0.36754105371925583,0.2796693037865964,0.022038538471621932
10,1e-05,30.0,1.0,0.0003015860802909126,0.008586864368277044,0.01318462479700698,0.026123257967261476,0.056143703717765954,0.03019438054558246,0.014717898723911589
20,1e-05,30.0,1.0,0.00030357659376523013,0.009333059316509986,0.016641279168805884,0.02963835889476595,0.0697235454871538,0.04477234899134911,0.014717898723911589
30,1e-05,30.0,1.0,0.0003431157994711484,0.012906059180324702,0.03901808100473118,0.06479793929458033,0.1787871808079552,0.14973820774029828,0.014717898723911589
40,1e-05,30.0,1.0,0.0005520770755255046,0.02804561203053462,0.06784643035908813,0.3160765730979049,0.45878033964482884,0.342799633901374,0.014717898723911589
10,1e-05,100.0,0.25,0.0008020085797521021,0.05514731042895712,0.0844677412029686,0.16936414806179279,0.363879259530813,0.19520111721015224,0.05493475812052977
20,1e-05,100.0,0.25,0.0007945564466250198,0.055007566288189556,0.0889868342444055,0.1777103619940251,0.40543680899477075,0.23040837330357866,0.05493475812052977
30,1e-05,100.0,0.25,0.0007895395009159139,0.05445147579963333,0.0950336436598246,0.19023097586186177,0.45015181554786565,0.2709129429200755,0.05493475812052977
40,1e-05,100.0,0.25,0.00080108319317231,0.055132679965339035,0.10648092972387434,0.21636131078584753,0.5073681323289178,0.3330764069308705,0.05493475812052977
10,1e-05,100.0,0.5,0.0006331968245064818,0.03942424648424632,0.06057098568329704,0.12097772921788615,0.2600652284581971,0.13945597028381596,0.03954556261889959
20,1e-05,100.0,0.5,0.0006216362608178534,0.03908498985841295,0.06352105658375234,0.12654861113056706,0.2885243610689746,0.16409719617985885,0.03954556261889959
30,1e-05,100.0,0.5,0.000622268429502333,0.03897690036903754,0.06891514168355407,0.13792794014637846,0.324232154794685,0.19707529688524306,0.03954556261889959
40,1e-05,100.0,0.5,0.0006491923911808648,0.040696113763901566,0.07935902257197654,0.205605921335665,0.3948417964500337,0.25400652773009225,0.03954556261889959
10,1e-05,100.0,0.75,0.000505902628890821,0.025753611219073796,0.04015776442348363,0.07955446331232607,0.17153410540204295,0.09221024298919385,0.02677290068290665
20,1e-05,100.0,0.75,0.0004898695235280311,0.02514173111744911,0.041833721362678475,0.0825967646649851,0.18850834603616778,0.1079777597835793,0.02677290068290665
30,1e-05,100.0,0.75,0.0004971229035722056,0.025671446715342088,0.04762595188040955,0.09592174517613798,0.22075398991790174,0.13859065409856686,0.02677290068290665
40,1e-05,100.0,0.75,0.0005601195113098584,0.03052481367976161,0.05936240007851631,0.23890723797063243,0.34919865412716344,0.20212042951309875,0.02677290068290665
10,1e-05,100.0,1.0,0.00045630638397532676,0.019187435666746838,0.03095127644299913,0.06054024120274017,0.1313062419109049,0.07097317240436048,0.021661860161587134
20,1e-05,100.0,1.0,0.0004381112585032611,0.018418549970048236,0.032524762252789,0.06268841320142604,0.14415700860768782,0.08396533428311638,0.021661860161587134
30,1e-05,100.0,1.0,0.0004506796780517538,0.019607051257146263,0.03972942429429814,0.08148411549831469,0.18129224412171843,0.1192623720839197,0.021661860161587134
40,1e-05,100.0,1.0,0.0005644321048024646,0.0294344037524072,0.05478686480295178,0.3016593645411833,0.3920127310012979,0.19868384819695545,0.021661860161587134
10,0.0001,0.1,0.25,0.0010194219565757623,0.053935861107460265,0.08238095132029875,0.16557974614410664,0.3556487495142652,0.19073145061627586,0.06305230859974237
20,0.0001,0.1,0.25,0.0023599206235963206,0.056265977616942825,0.08994335942857179,0.18695904278514938,0.4176115538667828,0.23566852702484153,0.06305230859974237
30,0.0001,0.1,0.25,0.004978012205867558,0.06397604965134629,0.10802211119010324,0.28254644172721993,0.5810793631810126,0.3389780557346521,0.06305230859974237
40,0.0001,0.1,0.25,0.007962430585987852,0.0780313460232201,0.14304330975867305,0.4979741408189506,0.9492517856409513,0.5878782390929415,0.06305230859974237
10,0.0001,0.1,0.5,0.0014854609787280184,0.03740721353400342,0.05651193308142548,0.11425526637722747,0.24465948959718462,0.13094401237343795,0.07153521502841334
20,0.0001,0.1,0.5,0.004532611625265487,0.04947867018147619,0.07614730911236212,0.18336388404144238,0.385270690805363,0.2137200508273945,0.07153521502841334
30,0.0001,0.1,0.5,0.00985080856039396,0.0801161591012389,0.1310622216233158,0.45161919786370913,0.9143218055955493,0.535418118510388,0.07153521502841334
40,0.0001,0.1,0.5,0.015862601659148864,0.11913881729693483,0.21757502327277073,0.9377933439350262,2.0205466634392413,1.311102780414187,0.07153521502841334
10,0.0001,0.1,0.75,0.0021177572291308224,0.024388110501646434,0.03526032837951752,0.07376051130381399,0.15683987615310013,0.08400499622633129,0.08994950926160818
20,0.0001,0.1,0.75,0.006775002985671718,0.05453008427414227,0.08198820175259698,0.22441736679868404,0.47520739243302595,0.2687247861108725,0.08994950926160818
30,0.0001,0.1,0.75,0.014755645237399934,0.10942261466456406,0.1819246770642183,0.6644307900124191,1.5027852020977994,0.9347935443435746,0.08994950926160818
40,0.0001,0.1,0.75,0.023783188939086167,0.17145722760607995,0.3242790743224035,1.4153844724978688,3.723999564222454,2.6228254682940464,0.08994950926160818
10,0.0001,0.1,1.0,0.0028060871711665554,0.022260234540301013,0.030700443810490977,0.06750070261813017,0.1454262711286781,0.07937713716484422,0.11564273411744025
20,0.0001,0.1,1.0,0.009035348210267373,0.06886242880732264,0.10542116934898516,0.2941038595412815,0.6664260710053538,0.394248883829597,0.11564273411744025
30,0.0001,0.1,1.0,0.019668566718426227,0.14407311991372804,0.24783128313967465,0.8984207952086052,2.313263899637109,1.533695919553754,0.11564273411744025
40,0.0001,0.1,1.0,0.03170889677965775,0.22737515320840931,0.4494797535588689,1.9216556224147299,6.189357647719441,4.669766043318255,0.11564273411744025
10,0.0001,1.0,0.25,0.0008183993498594219,0.05385180602195467,0.08224592875556751,0.16512544402354612,0.35474786147316056,0.1902608124924208,0.05830399844628002
20,0.0001,1.0,0.25,0.0013113032724480283,0.05516633878649032,0.08802512284474794,0.1781119973453331,0.4032409139896324,0.22893104076508117,0.05830399844628002
30,0.0001,1.0,0.25,0.0022252335378089867,0.05872640731870014,0.10034063855265034,0.2206491240542407,0.48367817244700595,0.29837209141495236,0.05830399844628002
40,0.0001,1.0,0.25,0.003219692201967313,0.06547144165797499,0.1250277249100827,0.32078293583307044,0.6232624672157959,0.4539357341243993,0.05830399844628002
10,0.0001,1.0,0.5,0.0008685324038877788,0.036876298093821515,0.05550715646252921,0.11145817806335312,0.23914662839381126,0.12810883913361146,0.05665200899322054
20,0.0001,1.0,0.5,0.0022245037142358797,0.044293862627255785,0.06592431527518244,0.14325840764953326,0.30772241163597747,0.17380622269090754,0.05665200899322054
30,0.0001,1.0,0.5,0.0042345180834033585,0.06179901772282862,0.09801109097791064,0.27380380095504453,0.5137813157849249,0.32634974348464074,0.05665200899322054
40,0.0001,1.0,0.5,0.006285472844710668,0.08363885752897622,0.15588567658122154,0.5274077844492085,0.9041670382705169,0.702474236954005,0.05665200899322054
10,0.0001,1.0,0.75,0.0011119753695426875,0.02244204644744148,0.03101796959501905,0.06302119088399669,0.13418788198620848,0.0718500643505735,0.06472745366264956
20,0.0001,1.0,0.75,0.0032651705277611243,0.043388459153825956,0.056455522036789156,0.14283748323694237,0.2818107766416343,0.15737824697542502,0.06472745366264956
30,0.0001,1.0,0.75,0.006316172287022438,0.07814921346010466,0.1168520826588521,0.37961700390168773,0.6902580511683223,0.4385465769425148,0.06472745366264956
40,0.0001,1.0,0.75,0.009401959234667863,0.1149300955892262,0.21063429369943382,0.7814041770410449,1.443837277270964,1.1299359358315024,0.06472745366264956
10,0.0001,1.0,1.0,0.001454716313736071,0.018203551157959328,0.020065668750714506,0.043133570838600636,0.08978853402937596,0.04809048600442764,0.08103456814525259
