load_step,delta,load_substeps,Rx_right,Ry_top,Rx_left,Ry_bottom,converged,newton_iterations,max_displacement,J_min
1,0.1,1,-0.47831398701150923,-0.5442376512010124,0.47831398701150935,0.5442376512010123,True,5,0.1118033988749895,1.0894339533090398
2,0.2,1,-1.0007545410472403,-1.0764957292388253,1.00075454104724,1.0764957292388246,True,5,0.223606797749979,1.1708999895277965
3,0.30000000000000004,1,-1.4509128780287603,-1.506431002250373,1.4509128780287603,1.5064310022503726,True,6,0.3354101966249685,1.209788211353528
4,0.4,1,-1.7680557953643687,-1.8029281968278288,1.768055795364369,1.8029281968278306,True,12,0.4635859398146967,1.1743213152862597
