load_step,delta,load_substeps,Rx_right,Ry_top,Rx_left,Ry_bottom,converged,newton_iterations,max_displacement,J_min
1,0.1,1,-0.023692701637379406,-0.10873381680780198,0.023692701637379392,0.10873381680782734,True,6,0.1118033988749895,1.0249517807911361
2,0.2,1,-0.2201046864267035,-0.3585449213738142,0.2201046864267034,0.3585449213738143,True,5,0.223606797749979,1.2473389189244284
3,0.30000000000000004,1,-0.7877175359683513,-0.9118373408383357,0.7877175359683525,0.9118373408383352,True,7,0.3354101966249685,1.2919090290930373
4,0.4,1,-1.47022457465895,-1.5316782242904936,1.4702245746589506,1.5316782242904927,True,17,0.447213595499958,0.9387820628844896
