load_step,delta,load_substeps,Rx_right,Ry_top,Rx_left,Ry_bottom,converged,newton_iterations,max_displacement,J_min
1,0.1,1,-0.4921223258857765,-0.6099220804453883,0.49212232588533245,0.6099220804443217,True,4,0.1118033988749895,1.1043236325465928
2,0.2,1,-1.0694757580883205,-1.2246182273231743,1.0694757580883205,1.224618227323174,True,5,0.223606797749979,1.2159931238279234
3,0.30000000000000004,1,-1.6384811347687354,-1.774860835587195,1.6384811347687358,1.774860835587191,True,5,0.3354101966249685,1.3078583987509131
4,0.4,1,-2.0596244661351713,-2.1621672822999387,2.059624466135172,2.162167282299941,True,7,0.447213595499958,1.3000187955290423
5,0.5,1,-2.326532102750642,-2.405102515659973,2.32653210275064,2.405102515659979,True,17,0.5590169943749475,1.3063974634394175
6,0.6000000000000001,1,-2.503981901824576,-2.5720777299181585,2.503981901824574,2.5720777299181576,True,8,0.7201749522018639,1.074836602193845
7,0.7000000000000001,1,-2.6387955534063545,-2.7074465955957616,2.6387955534063563,2.7074465955957585,True,5,0.8792430588577381,0.8663264577702918
8,0.8,1,-2.749893321361148,-2.8284520123190875,2.749893321361141,2.8284520123190906,True,6,1.0312408139655538,0.678164733407641
