id,x,y,ux,uy,fintx,finty,bcx,bcy
0,0.0400000000001664,1.0,0.005234096683429782,0.2,2.255140518769849e-17,0.0212837688981942,0,4
1,0.0200000000000832,1.0,0.00212893917396533,0.2,1.5612511283791264e-17,0.0212839054502733,0,4
2,0.0323230027250902,0.9832996072706064,0.0034232549972367083,0.19795785183612438,5.204170427930421e-18,-6.245004513516506e-17,0,0
3,0.0500067030583453,0.987790537300419,0.00611005480038498,0.19844972485171147,-1.3010426069826053e-17,1.0234868508263162e-16,0,0
4,0.0146410161514555,0.9853589838485708,0.001068119811945226,0.19856700178019432,-9.54097911787244e-18,-6.938893903907227e-17,0,0
5,0.0600000000002496,1.0,0.00796581234717105,0.2,-1.734723475976807e-18,0.0212892411256083,0,4
6,0.0495155363549787,0.9722873302562728,0.005552846434865256,0.1959003141273621,-3.642919299551295e-17,-5.898059818321144e-17,0,0
7,0.0,1.0,0.0,0.2,-0.010342422555464,0.0106408964470989,1,4
8,0.0167542648054129,0.9690192378865388,0.0010615422248426128,0.1957808533636456,3.122502256758253e-17,-3.9898639947466563e-17,0,0
9,0.0682083823275165,0.9809976188558552,0.008127231620852712,0.19726512427463447,4.77048955893622e-17,-3.122502256758253e-17,0,0
10,0.0800000000003329,1.0,0.010123302247640706,0.2,-4.0549161250957866e-17,0.0212920931967708,0,4
11,0.1000000000004161,1.0,0.012019337558967015,0.2,1.7347234759768068e-17,0.0212955600301143,0,4
12,0.0903066895074917,0.9826249551222674,0.010509735582294857,0.19744181306657332,6.5052130349130266e-18,-2.0296264668928643e-16,0,0
13,0.0329307603048293,0.9630175393470396,0.0030463530112432823,0.19434710045164297,1.1275702593849246e-17,-1.0408340855860844e-17,0,0
14,0.0,0.9800000000000187,0.0,0.1981827984974846,-0.0206870941965706,2.4286128663675302e-17,1,0
15,0.1100818312278703,0.983697750238486,0.01255432296731624,0.1975738918027703,3.0357660829594124e-17,-1.2750217548429532e-16,0,0
16,0.1200000000004994,1.0,0.014012792589238186,0.2,1.7347234759768068e-17,0.0213034971428839,0,4
17,0.0460190843155536,0.9517292130914922,0.0047247631804040536,0.1921854648237234,-2.862293735361732e-17,2.255140518769849e-17,0,0
18,0.0642509559649633,0.9587408182644404,0.007202927473826954,0.1934720660496817,8.239936510889834e-18,-3.4694469519536136e-17,0,0
19,0.0172479085572941,0.9514067164600164,0.0009600700186672216,0.19238652481432852,-5.377642775528102e-17,6.418476861114186e-17,0,0
20,0.0,0.9600000000000526,0.0,0.19464300266973544,-0.0206892427485695,-7.979727989493313e-17,1,0
21,0.0832956492173512,0.9641369649257632,0.009469268653627525,0.19444269359685631,2.0816681711721685e-17,1.231653667943533e-16,0,0
22,0.1029690844391794,0.9678636157400184,0.011619061587409572,0.19508839355049046,-6.938893903907228e-18,1.2836953722228372e-16,0,0
23,0.130000000000541,0.9826794919242392,0.014750332551109503,0.19741510157552516,-4.163336342344337e-17,4.4235448637408575e-17,0,0
24,0.1400000000005825,1.0,0.016255596537214125,0.2,-1.214306433183765e-17,0.0213127578795594,0,4
25,0.0315322616271918,0.9440368083945192,0.00266547747821208,0.1908244650092669,2.5153490401663706e-17,2.775557561562892e-17,0,0
26,0.1200048973229609,0.971367304288934,0.013519593198970083,0.19566503716064929,-3.5561831257524545e-17,7.979727989493313e-17,0,0
27,0.1495222732334486,0.982667931768986,0.017092994330468934,0.19743065188220274,2.255140518769849e-17,-2.255140518769849e-17,0,0
28,0.1600000000006658,1.0,0.018671720416886823,0.2,-1.908195823574488e-17,0.0213183705055059,0,4
29,0.0599480012535565,0.9380098468577476,0.006513464596432221,0.18993374772617502,2.4286128663675302e-17,-5.030698080332741e-17,0,0
30,0.0409299614366818,0.9318213742464758,0.003935775401760876,0.18875925650142825,1.0408340855860844e-17,1.5612511283791264e-17,0,0
31,0.0789659417699818,0.9441979224080344,0.008858219715856935,0.19113388442959442,-4.510281037539698e-17,4.510281037539698e-17,0,0
32,0.0,0.9400000000000998,0.0,0.19086181929925694,-0.020692448651418,3.9898639947466563e-17,1,0
33,0.0205232881715578,0.929730745330685,0.0012887087034521955,0.18847023160732734,-1.474514954580286e-17,-5.551115123125783e-17,0,0
34,0.0976253596647733,0.9499196179012076,0.010975456604047498,0.19219612992901142,9.54097911787244e-18,-6.591949208711867e-17,0,0
35,0.1165000796946289,0.9554351019634532,0.013100857001447534,0.19315665411402763,1.6046192152785466e-17,3.816391647148976e-17,0,0
36,0.13640794183503,0.9643982025783115,0.015437025701326044,0.19460584994600968,-9.54097911787244e-18,-6.591949208711867e-17,0,0
37,0.168469738189456,0.9830619683466068,0.019408691314051454,0.19751184192438395,1.5612511283791264e-17,-1.457167719820518e-16,0,0
38,0.180000000000749,1.0,0.021086108030908164,0.2,-1.734723475976807e-18,0.0213294458918744,0,4
39,0.1571658894098232,0.9666267785429368,0.01796206870408468,0.19497376276891074,2.862293735361732e-17,7.936359902593891e-17,0,0
40,0.189767965830992,0.9805332096607944,0.021862725168687317,0.19713809166348417,-3.7296554733501346e-17,-1.231653667943533e-16,0,0
41,0.0748162358972706,0.924633736029046,0.00838965482304027,0.18805062155739313,-2.775557561562892e-17,1.0581813203458523e-16,0,0
42,0.0557983572776371,0.918445506541788,0.00601421587698792,0.18689162164536993,2.6020852139652106e-18,1.7347234759768068e-17,0,0
43,0.036780304968602,0.9122570346733238,0.0034723633451852853,0.185819008142838,-1.3877787807814457e-17,2.775557561562892e-17,0,0
44,0.0938335496315367,0.9308212990147324,0.010584515079626192,0.1891832117451182,3.903127820947816e-18,-2.0816681711721685e-17,0,0
45,0.0,0.9200000000001404,0.0,0.18755618354385653,-0.0206942578063072,5.2041704279304207e-17,1,0
46,0.1128491821635707,0.9370071319403168,0.012738461892939838,0.1902548591597287,-9.54097911787244e-18,5.898059818321144e-17,0,0
47,0.1318356546118255,0.9431692527342443,0.014955072542676568,0.1912695333351771,2.255140518769849e-17,-1.5612511283791264e-17,0,0
