status,method,dataset,model,noise_level,seed,objective,selected_score,output_dir,summary_path,alpha,gamma,blend,u_rmse,F_rmse,J_rmse,I1_rmse,I2_rmse,I3_rmse,J_min,J_nonpositive_count,lambda_smooth
ok,krr,thermocorr_3k,,0.0,20260623,F_rmse,0.0009764982613060703,dataset/fem_data/thermocorr_denoised_3k/krr/0,dataset/fem_data/thermocorr_denoised_3k/krr/0/denoise_summary.json,1e-10,100.0,0.25,5.872907190140727e-06,0.0009764982613060703,0.0013445897206007093,0.0032426495684640144,0.006183798151571919,0.002966355257408139,0.9198796732122011,0,
ok,mesh-laplacian,thermocorr_3k,,0.0,20260623,F_rmse,1.9162828116777913e-16,dataset/fem_data/thermocorr_denoised_3k/mesh_laplacian/0,dataset/fem_data/thermocorr_denoised_3k/mesh_laplacian/0/denoise_summary.json,,,0.25,9.29261139451598e-19,1.9162828116777913e-16,2.7062554037790227e-16,6.536581014890977e-16,1.2461784521605608e-15,5.932113655495403e-16,0.9078486563598229,0,0.0
