node1_x,node1_y,node2_x,node2_y,node3_x,node3_y,gradNa_node1_x,gradNa_node1_y,gradNa_node2_x,gradNa_node2_y,gradNa_node3_x,gradNa_node3_y,qpWeight
0.04000000000016646,1.0,0.02000000000008328,1.0,0.03232300272509022,0.9832996072706063,49.99999999979206,36.89435010491234,-49.99999999979206,22.984481261726025,0.0,-59.878831366638366,0.00016700392729463175
0.04000000000016646,1.0,0.03232300272509022,0.9832996072706063,0.05000670305834538,0.987790537300419,-17.21666275513517,67.79315261636849,-46.80683072874659,-38.362216890435725,64.02349348388177,-29.43093572593277,0.00013042394143642074
0.03232300272509022,0.9832996072706063,0.02000000000008328,1.0,0.01464101615145555,0.9853589838485708,54.24237561552128,-19.85408743684786,7.629626025981368,65.50863324210393,-61.87200164150265,-45.65454580525606,0.00013495920841674687
0.06000000000024963,1.0,0.04000000000016646,1.0,0.05000670305834538,0.987790537300419,49.99999999979206,40.979293292245785,-49.99999999979206,40.92439277530875,0.0,-81.90368606755455,0.00012209462699631785
0.03232300272509022,0.9832996072706063,0.04951553635497874,0.9722873302562729,0.05000670305834538,0.987790537300419,-57.00792622963239,1.8061034153929933,16.513912709349693,-65.02597051013336,40.4940135202827,63.219867094740366,0.00013597413613764832
0.02000000000008328,1.0,0.0,1.0,0.01464101615145555,0.9853589838485708,49.9999999997918,49.99999999988175,-49.9999999997918,18.30127018909917,0.0,-68.30127018898092,0.00014641016151490174
0.01675426480541296,0.9690192378865387,0.03232300272509022,0.9832996072706063,0.01464101615145555,0.9853589838485708,-7.236872773284432,-62.136419624037686,57.419640458323386,7.426185094384377,-50.182767685038954,54.71023452965331,0.00014228359696793935
0.06820838232751653,0.9809976188558553,0.06000000000024963,1.0,0.05000670305834538,0.987790537300419,42.084707180342484,-34.445821729787106,23.414460625627612,62.739234402171135,-65.4991678059701,-28.29341267238403,0.00014505818761267246
0.08000000000033292,1.0,0.06000000000024963,1.0,0.06820838232751653,0.9809976188558553,49.99999999979179,21.598299352505155,-49.99999999979179,31.026684454228853,0.0,-52.62498380673401,0.00019002381144223783
0.1000000000004161,1.0,0.08000000000033292,1.0,0.09030668950749172,0.9826249551222674,49.99999999979204,29.659461542815198,-49.99999999979204,27.894346636499268,0.0,-57.553808179314466,0.00017375044877804827
0.04951553635497874,0.9722873302562729,0.03232300272509022,0.9832996072706063,0.03293076030482936,0.9630175393470397,59.303019407574816,1.7770308078148354,-27.104070071457873,48.49245647331108,-32.19894933611695,-50.26948728112591,0.00017100367001697664
