x,y,ux,uy,bcx,bcy
0.3356401384083045,1.0,-0.0002710631738606524,0.0361212903557843,0.0,1.0
0.3391003460207612,1.0,-0.000282267567482405,0.0360231721473679,0.0,1.0
0.3425605536332179,1.0,-0.00029268060382428736,0.0359076360471375,0.0,1.0
0.3460207612456747,1.0,-0.00030293080263817703,0.035787589135364,0.0,1.0
0.3494809688581315,1.0,-0.0003109412662294175,0.0356793929594071,0.0,1.0
0.3529411764705882,1.0,-0.00032650553138764574,0.0355622056767499,0.0,1.0
0.356401384083045,1.0,-0.00034399545489628334,0.0354594634303254,0.0,1.0
0.3598615916955017,1.0,-0.0003586908916976778,0.0353607381490725,0.0,1.0
0.3633217993079585,1.0,-0.0003820721973583457,0.0352567840611785,0.0,1.0
0.3667820069204152,1.0,-0.00041003899580407445,0.0351654010513612,0.0,1.0
0.370242214532872,1.0,-0.00042798188296564024,0.035068043777067,0.0,1.0
0.3737024221453287,1.0,-0.00045380814511726493,0.0349763444418295,0.0,1.0
0.3771626297577855,1.0,-0.0004874224624285187,0.0348823080675035,0.0,1.0
0.3806228373702422,1.0,-0.0005130616101043074,0.0347923118086553,0.0,1.0
0.3840830449826989,1.0,-0.0005436397624920648,0.034701414196446,0.0,1.0
0.3875432525951557,1.0,-0.0005755804933009451,0.0346263160554953,0.0,1.0
0.3910034602076124,1.0,-0.000601709080372383,0.0345434369800868,0.0,1.0
0.3944636678200692,1.0,-0.000634788613093939,0.0344678681705919,0.0,1.0
0.3979238754325259,1.0,-0.0006648789129424532,0.0343968708308739,0.0,1.0
0.4013840830449827,1.0,-0.0006935430811225189,0.0343307300310802,0.0,1.0
0.4048442906574394,1.0,-0.000731039663438828,0.0342661580302833,0.0,1.0
0.4083044982698962,1.0,-0.0007598672004039307,0.0342142468542948,0.0,1.0
0.4117647058823529,1.0,-0.0007929915709251405,0.0341515486973092,0.0,1.0
0.4152249134948096,1.0,-0.0008266767774031955,0.0340868568403011,0.0,1.0
0.4186851211072664,1.0,-0.0008653192697817109,0.0340334398843239,0.0,1.0
0.4221453287197231,1.0,-0.0008973294607931239,0.0339809429398433,0.0,1.0
0.4256055363321799,1.0,-0.0009316130620906478,0.0339353854592723,0.0,1.0
0.4290657439446367,1.0,-0.0009668979138301437,0.0338832429624123,0.0,1.0
0.4325259515570934,1.0,-0.001000876732338742,0.0338346307240356,0.0,1.0
0.4359861591695502,1.0,-0.0010418298164773174,0.0337746619450682,0.0,1.0
0.4394463667820069,1.0,-0.0010785612034954347,0.0337280393945604,0.0,1.0
0.4429065743944637,1.0,-0.00111604610889982,0.0336845343104917,0.0,1.0
0.4463667820069204,1.0,-0.0011540161476148723,0.0336436198917217,0.0,1.0
0.4498269896193771,1.0,-0.001192149716341625,0.0336049684587515,0.0,1.0
0.4532871972318339,1.0,-0.0012321064055695271,0.0335703439734267,0.0,1.0
0.4567474048442906,1.0,-0.0012727794583224188,0.0335375047392771,0.0,1.0
0.4602076124567474,1.0,-0.0013068275436813118,0.0335118862215071,0.0,1.0
0.4636678200692041,1.0,-0.0013452127764680796,0.0334867170654957,0.0,1.0
0.4671280276816609,1.0,-0.0013818285266449432,0.0334580925272775,0.0,1.0
0.4705882352941176,1.0,-0.0014169529678897484,0.0334394692650142,0.0,1.0
0.4740484429065744,1.0,-0.0014490593790869636,0.0334226684049425,0.0,1.0
0.4775086505190311,1.0,-0.0014795028666135615,0.0334023331537421,0.0,1.0
0.4809688581314879,1.0,-0.0015125001722623727,0.0333840548369466,0.0,1.0
0.4844290657439446,1.0,-0.0015450785133301612,0.0333668635830423,0.0,1.0
0.4878892733564013,1.0,-0.0015733897253419565,0.033350222550402,0.0,1.0
0.4913494809688581,1.0,-0.0016069510611912722,0.03333653348227,0.0,1.0
0.4948096885813148,1.0,-0.0016435250450890619,0.0333105586374673,0.0,1.0
0.4982698961937716,1.0,-0.0016738584855472986,0.0332979307890272,0.0,1.0
0.5017301038062284,1.0,-0.0017094444193087824,0.0332870537326612,0.0,1.0
0.5051903114186851,1.0,-0.0017421913201068036,0.0332775005115229,0.0,1.0
0.5086505190311419,1.0,-0.001773020242281548,0.0332679206960799,0.0,1.0
0.5121107266435986,1.0,-0.0018085968864159636,0.0332604482645514,0.0,1.0
0.5155709342560554,1.0,-0.0018409898094416898,0.033259875562621,0.0,1.0
0.5190311418685121,1.0,-0.0018728941274858068,0.0332551783958919,0.0,1.0
0.5224913494809689,1.0,-0.0019041898386702692,0.0332552113487758,0.0,1.0
0.5259515570934256,1.0,-0.0019367817630418427,0.0332552472269827,0.0,1.0
0.5294117647058824,1.0,-0.0019631079788158565,0.0332581721437751,0.0,1.0
0.532871972318339,1.0,-0.0019964860810462977,0.0332658842212724,0.0,1.0
0.5363321799307958,1.0,-0.002026695125693037,0.0332748233278598,0.0,1.0
0.5397923875432526,1.0,-0.002057539556745937,0.0332783108536144,0.0,1.0
0.5432525951557093,1.0,-0.0020848536051324626,0.0332957612587123,0.0,1.0
0.5467128027681661,1.0,-0.0021194466105484305,0.0333094040050791,0.0,1.0
0.5501730103806228,1.0,-0.002143469811387282,0.0333241985027113,0.0,1.0
0.5536332179930796,1.0,-0.002173223613592258,0.033335193691546,0.0,1.0
0.5570934256055363,1.0,-0.0022008747116621526,0.0333566498914416,0.0,1.0
0.5605536332179931,1.0,-0.0022233027673361104,0.0333805606611566,0.0,1.0
0.5640138408304498,1.0,-0.0022532384521721767,0.0333926814983416,0.0,1.0
0.5674740484429066,1.0,-0.0022788405238311224,0.0334107940668077,0.0,1.0
0.5709342560553633,1.0,-0.0023053411730527417,0.0334298137692899,0.0,1.0
0.5743944636678201,1.0,-0.00233903197057934,0.0334496909978358,0.0,1.0
0.5778546712802768,1.0,-0.002364378478385833,0.0334647252210087,0.0,1.0
0.5813148788927336,1.0,-0.002391633102081942,0.033489208171186,0.0,1.0
0.5847750865051903,1.0,-0.0024172004801629315,0.033519806074207,0.0,1.0
0.5882352941176471,1.0,-0.002439994371403355,0.0335513887031331,0.0,1.0
0.5916955017301038,1.0,-0.002466539243561109,0.0335754275525249,0.0,1.0
0.5951557093425606,1.0,-0.0024943577748103973,0.0336015000927087,0.0,1.0
0.5986159169550173,1.0,-0.0025204262973086548,0.0336334635068518,0.0,1.0
0.6020761245674741,1.0,-0.00255382366248725,0.0336638449214901,0.0,1.0
0.6055363321799307,1.0,-0.002569203870961015,0.0337088235700094,0.0,1.0
0.6089965397923875,1.0,-0.002595099241715018,0.0337483653445153,0.0,1.0
0.6124567474048442,1.0,-0.0026205350582271707,0.0337781918450829,0.0,1.0
0.615916955017301,1.0,-0.002646924226952585,0.0338302053489507,0.0,1.0
0.6193771626297578,1.0,-0.0026609141697368907,0.033883959563299,0.0,1.0
0.6228373702422145,1.0,-0.0026770904744813913,0.0339385636144074,0.0,1.0
0.6262975778546713,1.0,-0.002696862440097467,0.0339907524199587,0.0,1.0
0.629757785467128,1.0,-0.002717125265408532,0.0340485617727454,0.0,1.0
0.6332179930795848,1.0,-0.002734308970525702,0.0341077981344068,0.0,1.0
0.6366782006920415,1.0,-0.0027537689514047416,0.0341683504382142,0.0,1.0
0.6401384083044983,1.0,-0.0027656871379186246,0.0342313481694122,0.0,1.0
0.643598615916955,1.0,-0.0027939936481586247,0.0342876436840816,0.0,1.0
0.6470588235294118,1.0,-0.002809182407673939,0.0343571968276147,0.0,1.0
0.6505190311418685,1.0,-0.002821630339240805,0.0344316784157814,0.0,1.0
0.6539792387543253,1.0,-0.002829955886987028,0.0345057297229398,0.0,1.0
0.657439446366782,1.0,-0.002835391879828829,0.0345822104356116,0.0,1.0
0.3356401384083045,0.9965397923875432,-0.00030764284238746567,0.03608250011391229,0.0,0.0
0.657439446366782,0.9965397923875432,-0.002871278772843209,0.034497244739682416,0.0,0.0
0.3356401384083045,0.9930795847750864,-0.0003596997203867734,0.03605496122500432,0.0,0.0
0.3391003460207612,0.9930795847750864,-0.00036289453308418243,0.035934939245410594,0.0,0.0
0.6539792387543253,0.9930795847750864,-0.002906091394669905,0.03432823614032205,0.0,0.0
0.657439446366782,0.9930795847750864,-0.0029139731599283,0.03440870644160956,0.0,0.0
0.3391003460207612,0.9896193771626296,-0.0004107666593797108,0.03588510449845894,0.0,0.0
0.3425605536332179,0.9896193771626296,-0.00040660090330783507,0.03576082884467259,0.0,0.0
0.370242214532872,0.9896193771626296,-0.0005279961631455425,0.034839865151845534,0.0,0.0
0.4602076124567474,0.9896193771626296,-0.0014186957146667158,0.03319545531084198,0.0,0.0
0.4844290657439446,0.9896193771626296,-0.001674386127634991,0.033043212538630025,0.0,0.0
0.5467128027681661,0.9896193771626296,-0.0022371197358099478,0.03300263510389238,0.0,0.0
0.6539792387543253,0.9896193771626296,-0.0029497752199571926,0.034235903274514506,0.0,0.0
0.3425605536332179,0.986159169550173,-0.0004480605991482559,0.035699786439919785,0.0,0.0
0.3460207612456747,0.986159169550173,-0.00044397510134044346,0.035577313926758246,0.0,0.0
0.3598615916955017,0.986159169550173,-0.000506968834052807,0.035099420889653156,0.0,0.0
0.3840830449826989,0.986159169550173,-0.0006788964384419518,0.03435967687396959,0.0,0.0
0.4083044982698962,0.986159169550173,-0.0009011545834774059,0.033819465847136264,0.0,0.0
0.4221453287197231,0.986159169550173,-0.0010516224558835383,0.03355417348155877,0.0,0.0
0.4740484429065744,0.986159169550173,-0.0016070697329780405,0.032992849039924214,0.0,0.0
0.4982698961937716,0.986159169550173,-0.0018464243932765773,0.032855647569304834,0.0,0.0
0.5259515570934256,0.986159169550173,-0.0021062853717370685,0.032834759692933174,0.0,0.0
0.5916955017301038,0.986159169550173,-0.0026490178665783738,0.0331539262547816,0.0,0.0
0.6228373702422145,0.986159169550173,-0.002844276502893909,0.033539493264155805,0.0,0.0
