id,x,y,ux,uy,fintx,finty,bcx,bcy
0,0.04000000000016646,1.0,0.0021626997254748804,0.1,1.6046192152785466e-17,0.010924430383274033,0,4
1,0.02000000000008328,1.0,0.0010816115416017842,0.1,-2.2985086056692694e-17,0.010923840583756887,0,4
2,0.03232300272509022,0.9832996072706063,0.0017481452800948891,0.09851229111585837,1.951563910473908e-18,-3.642919299551295e-17,0,0
3,0.05000670305834538,0.987790537300419,0.0027036458399421186,0.09891192979804363,-8.673617379884035e-19,-1.9949319973733282e-17,0,0
4,0.01464101615145555,0.9853589838485708,0.0007918796577592398,0.09869617609655505,1.214306433183765e-17,2.7755575615628914e-17,0,0
5,0.06000000000024963,1.0,0.0032429914467190634,0.1,6.071532165918825e-18,0.010926680030959292,0,4
6,0.04951553635497874,0.9722873302562729,0.0026780323967746096,0.09753038752340262,-1.3010426069826053e-18,-2.949029909160572e-17,0,0
7,0.0,1.0,0.0,0.1,-0.004945822518841628,0.005461561982154045,1,4
8,0.01675426480541296,0.9690192378865387,0.0009065790295336877,0.09724113333205835,-8.673617379884035e-18,1.474514954580286e-17,0,0
9,0.06820838232751653,0.9809976188558553,0.0036868377037423145,0.09830540106734485,1.474514954580286e-17,-1.6479873021779667e-17,0,0
10,0.08000000000033292,1.0,0.004322194798265996,0.1,1.214306433183765e-17,0.010928791248105942,0,4
11,0.1000000000004161,1.0,0.005399523993300411,0.1,-3.469446951953614e-18,0.010931439399049316,0,4
12,0.09030668950749172,0.9826249551222674,0.004878317979142492,0.09844876463072004,9.974659986866641e-18,-6.938893903907228e-18,0,0
13,0.03293076030482936,0.9630175393470397,0.0017818878721731052,0.09670587613876251,1.973247953923618e-17,-3.0357660829594124e-17,0,0
14,0.0,0.9800000000000189,0.0,0.0982190736002377,-0.009892292320594657,-3.2959746043559335e-17,1,0
15,0.1100818312278703,0.983697750238486,0.005942574423224436,0.09854287235524216,-8.239936510889834e-18,0.0,0,0
16,0.1200000000004994,1.0,0.006474881706654865,0.1,-2.2551405187698492e-17,0.010935462794411793,0,4
17,0.04601908431555364,0.9517292130914922,0.002490821031331211,0.09569955229149105,-2.5587171270657905e-17,9.71445146547012e-17,0,0
18,0.0642509559649633,0.9587408182644405,0.0034754587110343987,0.0963216385886721,6.7220534694101275e-18,6.071532165918825e-18,0,0
19,0.01724790855729413,0.9514067164600164,0.0009337880504226465,0.09567326780820487,-1.3444106938820255e-17,1.474514954580286e-17,0,0
20,0.0,0.9600000000000526,0.0,0.0964386287408694,-0.0098931821798866,-4.336808689942018e-18,1,0
21,0.08329564921735125,0.9641369649257632,0.004502697167737644,0.09679971922885684,-1.5178830414797062e-17,1.734723475976807e-18,0,0
22,0.1029690844391794,0.9678636157400184,0.005562185295740484,0.09712892753468841,5.637851296924623e-18,6.071532165918825e-17,0,0
23,0.130000000000541,0.9826794919242392,0.00701247884642238,0.09844945780678109,-8.673617379884035e-18,-2.7755575615628914e-17,0,0
24,0.1400000000005825,1.0,0.00754770129852789,0.1,3.0357660829594124e-17,0.010940211598953366,0,4
25,0.03153226162719184,0.9440368083945191,0.0017076568905493067,0.09501630688554843,-6.613633252161577e-18,-3.8163916471489756e-17,0,0
26,0.1200048973229609,0.9713673042889339,0.006477657048499633,0.09743899347023166,-6.938893903907228e-18,-3.642919299551295e-17,0,0
27,0.1495222732334486,0.9826679317689861,0.008058661151343705,0.09844587307131335,2.2551405187698492e-17,2.949029909160572e-17,0,0
28,0.1600000000006658,1.0,0.00861772969873183,0.1,-8.673617379884035e-19,0.010944336322620684,0,4
29,0.05994800125355652,0.9380098468577476,0.003246072772438659,0.09447548642355325,4.8138576458356397e-17,-3.5561831257524545e-17,0,0
30,0.04092996143668184,0.9318213742464758,0.002217832267523827,0.09392827176973824,-2.710505431213761e-17,-5.811323644522304e-17,0,0
31,0.0789659417699818,0.9441979224080344,0.004272581167160604,0.09502241272697197,-1.0408340855860843e-17,1.734723475976807e-18,0,0
32,0.0,0.9400000000000998,0.0,0.09465893377024734,-0.00989455993592243,7.806255641895632e-18,1,0
33,0.02052328817155788,0.929730745330685,0.0011123924966607586,0.09374471462293474,1.474514954580286e-17,-5.204170427930421e-18,0,0
34,0.09762535966477333,0.9499196179012076,0.005277905229983686,0.0955278718548966,-1.3660947373317356e-17,-4.336808689942018e-18,0,0
35,0.1165000796946289,0.9554351019634533,0.006292692701763127,0.0960150876292993,-5.854691731421724e-18,4.5102810375396984e-17,0,0
36,0.13640794183503,0.9643982025783117,0.007359511159887493,0.0968114013322061,-6.938893903907228e-18,2.949029909160572e-17,0,0
37,0.168469738189456,0.9830619683466068,0.009071178098961866,0.09847872768780871,-4.7704895589362195e-18,8.803721640582296e-17,0,0
38,0.180000000000749,1.0,0.009684860324921994,0.1,2.6020852139652106e-18,0.0109500529230644,0,4
39,0.1571658894098232,0.9666267785429369,0.008470450564141663,0.09700562451342001,1.0842021724855044e-17,-2.0816681711721685e-17,0,0
40,0.189767965830992,0.9805332096607943,0.01020608872782979,0.09824773023510394,-2.168404344971009e-18,6.418476861114186e-17,0,0
41,0.07481623589727063,0.924633736029046,0.004052986130260956,0.09328021120051698,9.107298248878237e-18,9.540979117872439e-18,0,0
42,0.0557983572776371,0.9184455065417879,0.003025349800672091,0.09273496583527438,-9.974659986866641e-18,-2.6020852139652106e-17,0,0
